PMN (111), 2.4.2019, 11:26
Diameter[mm] 6.200e+00  Thickness[mm] 4.000e-01  Spacer Capacity[pF] 0.000e+00  Spacer Area[mm^2] 0.000e+00
Fixed value(s) :  Freq. [Hz]=3.725e+02  AC Volt  [Vrms]=1.000e+00
 Temp. [K]	 Eps'    	 Sig' [S/cm]	Tan(Delta)  	 Zs'' [Ohms]	 Eps''   	  Cp' [F]	 Zs' [Ohms]	M Temp [K]
4.13199e+02	3.20217e+03	4.05552e-11	6.11099e-05	-1.99642e+05	1.95685e-01	2.13997e-09	1.22001e+01	4.13199e+02
4.11603e+02	3.26817e+03	4.41473e-11	6.51794e-05	-1.95611e+05	2.13017e-01	2.18407e-09	1.27498e+01	4.11603e+02
4.10016e+02	3.33496e+03	4.55244e-11	6.58664e-05	-1.91693e+05	2.19662e-01	2.22871e-09	1.26261e+01	4.10016e+02
4.08390e+02	3.40439e+03	4.99769e-11	7.08338e-05	-1.87784e+05	2.41146e-01	2.27511e-09	1.33014e+01	4.08390e+02
4.06847e+02	3.47247e+03	6.49683e-12	9.02762e-06	-1.84102e+05	3.13482e-02	2.32061e-09	1.66200e+00	4.06847e+02
4.05244e+02	3.54370e+03	-3.06521e-11	-4.17363e-05	-1.80402e+05	-1.47901e-01	2.36820e-09	-7.52931e+00	4.05244e+02
4.03702e+02	3.61860e+03	1.41327e-10	1.88450e-04	-1.76668e+05	6.81926e-01	2.41826e-09	3.32930e+01	4.03702e+02
4.02156e+02	3.69271e+03	3.70893e-12	4.84635e-06	-1.73122e+05	1.78962e-02	2.46779e-09	8.39009e-01	4.02156e+02
4.00449e+02	3.77495e+03	4.11884e-12	5.26472e-06	-1.69351e+05	1.98740e-02	2.52274e-09	8.91583e-01	4.00449e+02
3.99061e+02	3.84498e+03	4.56258e-11	5.72567e-05	-1.66266e+05	2.20151e-01	2.56955e-09	9.51984e+00	3.99061e+02
3.97534e+02	3.92377e+03	5.63146e-11	6.92513e-05	-1.62927e+05	2.71726e-01	2.62220e-09	1.12829e+01	3.97534e+02
3.96044e+02	4.01466e+03	-7.14411e-11	-8.58639e-05	-1.59239e+05	-3.44714e-01	2.68294e-09	-1.36729e+01	3.96044e+02
